vol_id,page_seq,entity,type
mdp.39015050487928,205,Lucien,PERSON
uc1.$b803134,25,his,PERSON
mdp.39015003699884,71,his,PERSON
mdp.39015004733401,195,He,PERSON
uc1.b4495386,17,her,PERSON
miun.abw7392.0001.001,179,Coffin Ed,PERSON
uva.x000457192,282,she,PERSON
mdp.39015016452453,89,Monongahela Argus,ORGANIZATION
mdp.39015054095792,221,him,PERSON
uc1.32106002158183,353,he,PERSON
mdp.39015063683604,176,Robert Becker,PERSON
mdp.39015004184241,57,his,PERSON
mdp.39015014637402,150,She,PERSON
mdp.39015014135803,375,Las Casas,LOCATION
dul1.ark:/13960/t8vb3f54w,59,Dalton,PERSON
uc1.32106007125674,162,Ellis,PERSON
mdp.39015028095795,230,his,PERSON
mdp.39015059415839,352,her,PERSON
uc1.$b805638,68,he,PERSON
mdp.39015001145047,190,Tony,PERSON
mdp.39015042824089,218,Joey,PERSON
mdp.39015057621065,57,she,PERSON
mdp.39015004753730,93,Liza,PERSON
uc2.ark:/13960/t3610w538,120,Baltimore,LOCATION
mdp.39015001145047,305,He,PERSON
mdp.39015038025527,381,he,PERSON
uc2.ark:/13960/t1cj8877v,72,Alfred,PERSON
mdp.39015014862257,27,He,PERSON
uc1.b3688127,236,she,PERSON
mdp.39015000536758,201,him,PERSON
mdp.39015028095795,271,her,PERSON
mdp.39015002375338,266,She,PERSON
mdp.39015016415658,223,he,PERSON
mdp.39015003636191,59,him,PERSON
uc1.32106010569173,178,his,PERSON
txu.059173005430726,26,him,PERSON
uc1.32106005672461,316,she,PERSON
miun.abr7583.0001.001,130,Stroudsburg,LOCATION
mdp.39015004158161,236,He,PERSON
mdp.39015021862308,271,She,PERSON
mdp.39015014637402,162,he,PERSON
mdp.39015066034508,259,her,PERSON
mdp.39015014135811,302,her,PERSON
uc1.$b799673,138,Cañon City,LOCATION
mdp.39015002185265,294,his,PERSON
mdp.39015016452230,339,Bensley,PERSON
mdp.39015043798431,169,December,DATE
mdp.39015040116777,253,He,PERSON
mdp.39015073495692,35,her,PERSON
mdp.39015020716356,174,Latin Grace,LOCATION
emu.10002331914,53,forty dollars,MONEY
mdp.39015014637402,230,Allerton Hotel,ORGANIZATION
mdp.39015003636316,192,his,PERSON
mdp.39015002338021,208,he,PERSON
hvd.hwqs4m,103,his,PERSON
nc01.ark:/13960/t9t16484h,214,William,PERSON
mdp.39015038025527,111,Lena,PERSON
uiug.30112001309100,120,Ralph,PERSON
mdp.39015033142137,109,he,PERSON
uc1.b3462818,84,He,PERSON
mdp.39015014859253,314,her,PERSON
nc01.ark:/13960/t9t16484h,86,Carteret,PERSON
mdp.39015015351599,96,her,PERSON
mdp.39015042824089,169,his,PERSON
uc1.$b236269,44,China,LOCATION
uc2.ark:/13960/t6k06z120,211,She,PERSON
pst.000046347077,163,she,PERSON
mdp.39015001145047,62,his,PERSON
txu.059173025245647,99,Cuba,LOCATION
uc1.b4097270,150,He,PERSON
uc2.ark:/13960/t8mc8s37n,250,him,PERSON
mdp.39015000544745,74,him,PERSON
uc1.b3470438,128,South,LOCATION
osu.32435018561423,238,he,PERSON
mdp.39015035342958,278,she,PERSON
mdp.39015031791232,79,he,PERSON
uc1.32106002116413,31,him,PERSON
uc1.31822021280524,34,Richards,PERSON
uc1.32106016182757,123,his,PERSON
uc1.b3711043,421,Nick Romano,PERSON
miun.abw7392.0001.001,23,Anderson,PERSON
mdp.39015037484576,18,Marcus,PERSON
mdp.39015014891447,261,her,PERSON
uc1.$b808977,56,he,PERSON
mdp.39015010399841,130,Selim,PERSON
mdp.39015066051023,62,Murray,PERSON
uc1.$b803101,129,Deborah,PERSON
mdp.39015018971088,17,Alaga,LOCATION
wu.89000744367,99,His,PERSON
mdp.39015014862448,169,Mary Ann,PERSON
uc1.$b401346,463,Deuteronomy,LOCATION
mdp.39015012057637,208,he,PERSON
ucbk.ark:/28722/h20g1b,58,He,PERSON
mdp.39015046746957,152,A&P,ORGANIZATION
emu.010000426223,33,England,LOCATION
txu.059173025245647,226,Perez,PERSON
ucbk.ark:/28722/h29z8m,332,she,PERSON
txu.059173005430726,270,Ray,PERSON
uc1.32106018321106,234,Walter,PERSON
mdp.39015028095795,327,she,PERSON
aeu.ark:/13960/t1mg87x3z,145,Saturday,DATE
mdp.39015004733401,231,She,PERSON
uc1.b3711124,370,Negro,MISC
txu.059173022944752,104,he,PERSON
uc1.$b808977,163,Cobb,PERSON
uc2.ark:/13960/t1zc7sr2j,169,he,PERSON
aeu.ark:/13960/t1mg87x3z,191,he,PERSON
uc1.$b63692,150,Señor,PERSON
ucbk.ark:/28722/h29z8m,490,him,PERSON
mdp.39015066059711,289,he,PERSON
uc2.ark:/13960/t7fq9rj4m,38,morn,TIME
uc1.$b87048,74,Dan,PERSON
mdp.39015002216789,45,he,PERSON
uc1.$b120117,143,Shirley,PERSON
miun.abw7392.0001.001,118,his,PERSON
mdp.39015025358220,159,Mullins,PERSON
mdp.39015001145047,150,he,PERSON
uc1.32106007456509,110,she,PERSON
uc1.32106007125674,361,him,PERSON
mdp.39015014135811,493,Mucci,PERSON
txu.059173018339015,82,her,PERSON
uc1.32106016182757,91,Yassur,PERSON
mdp.39015066034508,14,his,PERSON
emu.10002350164,247,He,PERSON
mdp.39015000543242,224,Hill,PERSON
uc1.$b76124,207,Duchess,MISC
mdp.39015037468769,169,her,PERSON
emu.010001216911,285,Mistah Taf,PERSON
uc1.32106002143938,32,him,PERSON
mdp.39015014637402,46,her,PERSON
mdp.39015015209623,92,she,PERSON
mdp.39015020852250,193,her,PERSON
mdp.39015020716356,81,Castellmare,LOCATION
uc2.ark:/13960/t88g8g708,377,his,PERSON
uc1.$b610326,309,Howden,ORGANIZATION
mdp.39015018971088,52,She,PERSON
miun.afb3853.0001.001,134,his,PERSON
mdp.39015000536758,481,Nick,PERSON
hvd.32044021096433,107,Julian,PERSON
mdp.39015014859253,148,her,PERSON
mdp.39015054272441,202,her,PERSON
uc1.b4368520,81,He,PERSON
uc1.b3711124,76,Bob Martin,PERSON
emu.010001070551,282,her,PERSON
mdp.39015016454574,21,West Indian,MISC
uc1.$b76124,108,Thea,PERSON
uiug.30112001309100,135,her,PERSON
uva.x030788124,201,Bishop,PERSON
uc1.$b187128,27,him,PERSON
mdp.39015004753730,346,she,PERSON
mdp.39015020852250,189,he,PERSON
mdp.39015014637402,213,His,PERSON
mdp.39015025358220,28,Negro,MISC
mdp.39015033255236,386,her,PERSON
mdp.39015013331627,27,Russia,LOCATION
uc1.32106002143938,86,her,PERSON
txu.059173022944752,140,her,PERSON
uc1.$b803101,178,her,PERSON
mdp.39015014891447,43,he,PERSON
uc1.b3711124,45,Bob,PERSON
uc1.$b802645,64,he,PERSON
uc1.$b187128,27,He,PERSON
wu.89000744367,269,Europe,LOCATION
uiuc.3004694,48,he,PERSON
mdp.39015014891447,87,he,PERSON
uc1.b4097270,217,Bible,MISC
mdp.39015020728666,180,she,PERSON
uc1.b4397888,338,Jake,PERSON
mdp.39015025101117,65,Scar,PERSON
uc1.$b102361,70,She,PERSON
mdp.39015001520702,209,her,PERSON
mdp.39015014637402,177,Raggedy Bob,PERSON
mdp.39015030202835,93,his,PERSON
mdp.39015016454574,19,his,PERSON
uc1.b3273229,79,he,PERSON
uc1.32106018321106,231,him,PERSON
mdp.39015010423526,207,New York,LOCATION
mdp.39015000536758,340,his,PERSON
mdp.39015059435944,194,him,PERSON
uc2.ark:/13960/t88g8g708,423,her,PERSON
mdp.39015046438019,366,she,PERSON
mdp.39015011359729,95,He,PERSON
mdp.39015004158161,219,his,PERSON
uc1.32106012297450,229,his,PERSON
mdp.39015046878727,163,his,PERSON
mdp.39015014859253,44,her,PERSON
mdp.39015018046923,40,$100,MONEY
mdp.39015073495692,201,He,PERSON
mdp.39015024079561,195,she,PERSON
mdp.39015002340217,192,Roman,MISC
nc01.ark:/13960/t9p279r4b,114,Scip,PERSON
mdp.39015004158161,142,He,PERSON
uc1.32106010537014,46,Wayne Avenue,LOCATION
uc1.$b63692,192,American Southerners,MISC
mdp.39015002185265,312,Sukey,PERSON
uc1.32106010537014,280,her,PERSON
mdp.39015038025527,462,his,PERSON
mdp.39015028686486,172,Pepe,PERSON
mdp.39015019472599,227,He,PERSON
aeu.ark:/13960/t1mg87x3z,187,Hodges,PERSON
mdp.39015066059711,163,her,PERSON
uc2.ark:/13960/t88g8g708,78,he,PERSON
uc1.b3711124,125,he,PERSON
uc1.32106002116413,154,Charles,PERSON
mdp.39015050555963,143,his,PERSON
mdp.39015026712524,148,Gussie,PERSON
mdp.39015003636191,55,Cho-Cho San,PERSON
mdp.39015033255236,156,He,PERSON
uc1.b3470438,393,he,PERSON
mdp.39015042852445,47,She,PERSON
mdp.39015014862497,330,Elizabeth Woodbury,PERSON
mdp.39015054095792,20,his,PERSON
uc1.b3688127,75,Daddy Jenks,PERSON
uc1.$b323002,176,Tommy Lee,PERSON
uva.x006115119,73,Duchess,MISC
uc1.b3273229,60,he,PERSON
uc1.$b803134,13,Rod,PERSON
txu.059173025245647,144,Stephen,PERSON
mdp.39015054037372,177,He,PERSON
mdp.39015016415658,199,he,PERSON
uc1.$b802359,180,her,PERSON
uc2.ark:/13960/t88g8g708,525,she,PERSON
uiug.30112001309100,84,she,PERSON
uva.x000951729,223,He,PERSON
mdp.39015054037372,59,her,PERSON
mdp.39015040116777,86,his,PERSON
wu.89000744367,169,she,PERSON
mdp.39015010423526,165,David,PERSON
uc1.$b401343,181,Jesus,PERSON
mdp.39015037468769,40,Dexter,PERSON
mdp.39015018046923,135,1845,DATE
mdp.39015024079561,131,B.J.,PERSON
mdp.39015016454152,123,him,PERSON
uc1.32106014692526,14,his,PERSON
uiug.30112001309100,235,him,PERSON
uc1.$b312802,104,he,PERSON
osu.32435001929710,388,Jessie,PERSON
hvd.32044010537264,237,Malcolm Murchison,PERSON
mdp.39015016452750,150,she,PERSON
mdp.39015000543242,159,he,PERSON
uc1.b3470438,280,he,PERSON
mdp.39015011359729,53,her,PERSON
uc1.$b802237,77,he,PERSON
mdp.39015002216789,109,him,PERSON
uc1.32106002116413,8,"Shapiro, Bernstein & Co., Inc.",ORGANIZATION
uc1.$b802239,50,Mimi,PERSON
mdp.39015014862471,14,his,PERSON
mdp.39015029749507,19,May,DATE
mdp.39015054037372,217,Anyanwu,PERSON
mdp.39015032193891,128,Artie,PERSON
miun.afb3853.0001.001,335,her,PERSON
nyp.33433107875183,96,she,PERSON
mdp.39015053394352,97,Solmen,PERSON
mdp.39015031233243,292,Ohio,LOCATION
mdp.39015001145047,310,He,PERSON
mdp.39015050487928,232,Pamela,PERSON
uc1.$b805571,260,he,PERSON
uc1.b2839282,213,her,PERSON
txu.059173005430726,352,Chicano,MISC
uc1.b3711121,495,her,PERSON
emu.010000426223,28,Sierra Leone,LOCATION
mdp.39015040365572,159,Abshu,PERSON
uc1.$b800082,86,her,PERSON
mdp.39015014891447,292,his,PERSON
mdp.39015004128289,44,His,PERSON
uc1.32106007456509,82,her,PERSON
mdp.39015014637402,121,he,PERSON
wu.89000744367,291,He,PERSON
mdp.39015014862497,65,He,PERSON
txu.059173005430726,27,Indians,MISC
mdp.39015032960943,100,Nanette,PERSON
mdp.39015029749507,23,she,PERSON
mdp.39015054095792,108,Chauncey Street,PERSON
mdp.39015073495692,95,his,PERSON
uc1.32106016923267,43,she,PERSON
mdp.39015000544745,265,her,PERSON
mdp.39015030113016,128,he,PERSON
mdp.39015000536758,207,his,PERSON
mdp.39015038025527,321,Tiffany,PERSON
mdp.39015004712637,163,he,PERSON
uc1.b3688021,111,Comstock,PERSON
mdp.39015015209623,304,him,PERSON
uc1.32106007125674,19,Page Ellis,PERSON
uc1.b4095384,311,him,PERSON
uc1.$b510296,29,Carondelet Street,LOCATION
mdp.39015001145047,301,Fishbelly,LOCATION
uc1.32106002174701,206,he,PERSON
mdp.39015008240296,151,he,PERSON
mdp.39015050487928,42,his,PERSON
mdp.39015014135811,10,Twentieth Century Music Corporation,ORGANIZATION
uc1.32106012297450,126,Rufel,PERSON
uc1.b3462818,25,Helen,PERSON
uc2.ark:/13960/t58c9rn7v,10,B.,PERSON
osu.32435017886441,52,her,PERSON
mdp.39015014862448,237,Mother Sarah,PERSON
loc.ark:/13960/t9r21t21g,148,Megory,LOCATION
mdp.39015053394295,62,he,PERSON
uc1.b3711043,318,his,PERSON
osu.32435018054957,75,Hank,PERSON
mdp.39015053538297,113,he,PERSON
txu.059173005430726,390,she,PERSON
uva.x004346812,97,Booker Washington,PERSON
mdp.39015053140193,158,Gecko,PERSON
mdp.39015028095795,188,she,PERSON
mdp.39015053538297,206,Cap Haitien,PERSON
mdp.39015002375338,348,He,PERSON
uiug.30112002975990,56,her,PERSON
uc1.32106008091461,176,her,PERSON
mdp.39015002216789,77,his,PERSON
mdp.39015031233243,277,she,PERSON
mdp.39015000536758,201,Nicky,PERSON
emu.010001355021,175,her,PERSON
osu.32435017630211,135,He,PERSON
txu.059173005430726,188,he,PERSON
njp.32101066122597,195,Robert,PERSON
mdp.39015031233243,211,Mary Taylor,PERSON
mdp.39015046882232,168,She,PERSON
hvd.hwqs4m,84,Fred,PERSON
mdp.39015012214691,132,his,PERSON
mdp.39015014862489,67,him,PERSON
uc1.32106007902726,182,Samuels,PERSON
uc2.ark:/13960/t5fb4xm9r,70,Brainard,PERSON
mdp.39015026712524,64,him,PERSON
mdp.39015046816164,113,she,PERSON
mdp.39015081383146,162,she,PERSON
mdp.39015053394295,148,Washington,LOCATION
uc1.b3973268,100,Max,PERSON
uc2.ark:/13960/t8mc8s37n,287,Alwyn,PERSON
mdp.39015003635185,196,He,PERSON
uc1.$b803101,364,He,PERSON
mdp.39015046882232,177,She,PERSON
mdp.39015046746957,163,Pan-African Socialism,MISC
uc1.$b76124,187,Charity,ORGANIZATION
mdp.39015053394295,43,Coulter,PERSON
mdp.39015038579374,235,September,DATE
mdp.39015033255236,179,her,PERSON
mdp.39015014859253,227,his,PERSON
mdp.39015037484576,14,Kmart,ORGANIZATION
uc1.32106010569173,175,She,PERSON
uiug.30112002544713,8,Joseph A. Davis,PERSON
mdp.39015014135803,55,her,PERSON
mdp.39015053394543,147,Scotty,PERSON
uc2.ark:/13960/t8mc8s37n,369,she,PERSON
hvd.32044019565514,298,Malah,PERSON
uc1.b4368522,106,French,MISC
mdp.39015033979934,274,her,PERSON
mdp.39015050487928,75,He,PERSON
mdp.39015008240296,51,Kingfish,PERSON
dul1.ark:/13960/t6vx6fj7q,234,He,PERSON
mdp.39015019472599,15,he,PERSON
mdp.39015002185265,119,he,PERSON
mdp.39015066034508,140,her,PERSON
uc1.b4095384,152,she,PERSON
mdp.39015073389192,79,Steele,PERSON
uc1.$b800082,106,She,PERSON
uc1.32106007393728,424,he,PERSON
inu.30000007418811,53,Rosyanna,PERSON
hvd.32044010537264,31,Peggy,PERSON
dul1.ark:/13960/t8vb3f54w,161,he,PERSON
mdp.39015000536758,424,Morton,PERSON
mdp.39015003635185,223,Peggy,PERSON
uiug.30112002544713,158,him,PERSON
uc1.$b401346,359,He,PERSON
mdp.39015040116777,169,Virginia,LOCATION
osu.32435017630211,100,he,PERSON
uc1.b3435067,324,Fritz,PERSON
mdp.39015014637402,320,her,PERSON
uc1.$b808977,169,he,PERSON
mdp.39015011800169,38,she,PERSON
mdp.39015050555963,246,he,PERSON
mdp.39015050487928,341,Pangea,LOCATION
ucbk.ark:/28722/h29z8m,240,Fulcrum,MISC
mdp.39015066059711,297,Sharon,PERSON
uc1.b3688021,92,her,PERSON
mdp.39015059435944,217,He,PERSON
mdp.39015008240296,228,he,PERSON
hvd.32044019565514,206,She,PERSON
uc1.b3711043,145,his,PERSON
mdp.39015014862497,194,Tom,PERSON
mdp.39015001511172,192,his,PERSON
mdp.39015028095795,320,him,PERSON
mdp.39015018971088,247,her,PERSON
mdp.39015030747045,311,his,PERSON
mdp.39015001145047,84,She,PERSON
mdp.39015053140193,77,Arkor,LOCATION
mdp.39015028489303,238,her,PERSON
mdp.39015031592358,57,he,PERSON
mdp.39015040637855,88,his,PERSON
mdp.39015024079561,67,She,PERSON
mdp.39015041189922,223,his,PERSON
uc1.32106007125674,75,he,PERSON
miun.abr7583.0001.001,194,him,PERSON
uc1.$b399374,249,his,PERSON
mdp.39015053394295,227,her,PERSON
mdp.39015047473577,67,his,PERSON
mdp.39015014135811,344,him,PERSON
mdp.39015004313469,241,Small,PERSON
mdp.39015014862448,83,he,PERSON
uc1.$b76124,17,New England,LOCATION
uc1.$b401343,146,she,PERSON
uiug.30112001309258,113,him,PERSON
mdp.39015046886894,74,Reed,PERSON
miun.abw7392.0001.001,156,him,PERSON
mdp.39015020712173,345,she,PERSON
mdp.39015040104955,134,Jake,PERSON
miun.abr7583.0001.001,145,Larrabee,PERSON
uc1.32106018321106,91,Kansas,LOCATION
mdp.39015014859253,106,he,PERSON
mdp.39015009022487,126,Canady,PERSON
mdp.39015002741612,161,him,PERSON
miun.aat2524.0001.001,231,she,PERSON
mdp.39015010962861,243,his,PERSON
emu.010001355021,339,He,PERSON
uc1.$b799449,196,Boston,LOCATION
mdp.39015047473577,275,her,PERSON
uc2.ark:/13960/t7dr2rd9m,42,him,PERSON
mdp.39015010399841,230,Kontradmiral,PERSON
mdp.39015000544745,188,her,PERSON
uc1.$b63731,305,him,PERSON
uc1.b4095384,403,he,PERSON
mdp.39015053394352,152,He,PERSON
uc1.$b510296,13,his,PERSON
uva.x002765161,60,his,PERSON
mdp.39015030113503,91,his,PERSON
nc01.ark:/13960/t9t16484h,323,he,PERSON
uc1.b3711124,402,her,PERSON
mdp.39015020712173,41,Zedé,PERSON
mdp.39015003682385,76,she,PERSON
nc01.ark:/13960/t89g6f86r,186,Dan,PERSON
mdp.39015018046923,122,he,PERSON
mdp.39015029749507,108,His,PERSON
mdp.39015012057637,328,her,PERSON
mdp.39015016414768,166,he,PERSON
mdp.39015020648625,162,Benny Stone,PERSON
uc1.$b251007,208,her,PERSON
uc1.32106002172291,102,he,PERSON
uc1.$b799792,131,She,PERSON
mdp.39015021862308,56,Montour County,LOCATION
mdp.39015033255236,192,he,PERSON
uc1.$b799449,139,Jule,PERSON
mdp.39015002375338,92,she,PERSON
uc1.32106007393728,446,her,PERSON
miun.afb3853.0001.001,48,She,PERSON
mdp.39015002318718,29,she,PERSON
osu.32435001929710,91,Jessie,PERSON
mdp.39015047473577,195,her,PERSON
mdp.39015020716356,42,Pietro,PERSON
mdp.39015012856574,220,Tucker,PERSON
mdp.39015020648625,279,she,PERSON
mdp.39015037423764,231,him,PERSON
mdp.39015000544745,266,him,PERSON
mdp.39015054272441,34,two cents,MONEY
mdp.39015031233243,24,his,PERSON
uva.x006115119,189,Gascon,PERSON
mdp.39015056261855,217,he,PERSON
mdp.39015059415839,84,her,PERSON
uc1.b4095384,225,Post Exchange,ORGANIZATION
mdp.39015001520702,220,She,PERSON
mdp.39015053394295,201,He,PERSON
mdp.39015040116777,360,Vivian,PERSON
mdp.39015020852250,25,Belle,PERSON
uc1.b3711121,339,he,PERSON
uc1.b3435126,296,he,PERSON
nyp.33433076059314,485,His,PERSON
mdp.39015020712173,238,his,PERSON
uc1.b3688021,129,him,PERSON
mdp.39015054272441,116,Meredith,PERSON
uva.x000951729,145,Dawes,PERSON
uc1.$b312802,282,he,PERSON
uc1.$b401346,227,She,PERSON
uc1.32106007393728,49,he,PERSON
mdp.39015030747045,47,Chicago,LOCATION
mdp.39015033255236,347,her,PERSON
miun.abr7583.0001.001,124,She,PERSON
uc1.b3711043,53,Nick,PERSON
mdp.39015031233243,65,Easterly,PERSON
mdp.39015012057637,274,He,PERSON
uc1.$b63731,51,he,PERSON
nyp.33433076094543,251,his,PERSON
uc1.$b799792,242,Emily,PERSON
uc1.$b63731,20,he,PERSON
mdp.39015054037372,253,she,PERSON
mdp.39015012856574,282,Atlanta,LOCATION
mdp.39015066059711,144,Esther,PERSON
mdp.39015016414768,216,John Lewis,PERSON
mdp.39015003636191,162,his,PERSON
mdp.39015000536758,282,her,PERSON
uc1.31822013860861,162,Justice,ORGANIZATION
mdp.39015003977678,110,him,PERSON
mdp.39015020716356,409,Sicilian,MISC
mdp.39015020648625,332,his,PERSON
mdp.39015004764927,328,Jethro,PERSON
mdp.39015030747045,53,Valverde,PERSON
uc1.$b312803,255,him,PERSON
uc1.$b85451,58,he,PERSON
mdp.39015001520603,266,her,PERSON
mdp.39015001511172,195,her,PERSON
uc1.b4397888,107,Jake,PERSON
mdp.39015014859253,63,She,PERSON
mdp.39015026712524,142,her,PERSON
uc1.b3711043,313,She,PERSON
uc1.b3462818,54,Katie,PERSON
mdp.39015001145047,359,his,PERSON
uc1.$b102361,249,his,PERSON
uc1.b4368522,99,Nazi,ORGANIZATION
uc1.$b87048,246,Sophie,PERSON
uc2.ark:/13960/t4kk94s0d,77,his,PERSON
uc1.$b803196,36,Soloman,PERSON
mdp.39015042824089,132,Daniel Watson,PERSON
mdp.39015004184241,187,his,PERSON
uc1.$b800082,79,Pauline,PERSON
mdp.39015004184241,33,Geraldine,PERSON
mdp.39015002338021,42,his,PERSON
mdp.39015012057637,140,Jean Du Bignon,PERSON
wu.89000744367,93,him,PERSON
emu.010001216911,91,his,PERSON
txu.059173025245647,213,Stephen,PERSON
osu.32435017630211,142,Belle,PERSON
mdp.39015020728666,212,he,PERSON
txu.059173005430726,140,him,PERSON
mdp.39015042099351,279,His,PERSON
mdp.39015012057637,184,he,PERSON
mdp.39015001520603,143,She,PERSON
mdp.39015028489303,215,Joan,PERSON
uc1.$b76124,22,She,PERSON
mdp.39015020648625,135,him,PERSON
mdp.39015024079330,208,him,PERSON
mdp.39015008240296,40,he,PERSON
uc2.ark:/13960/t02z12t8w,13,his,PERSON
uc1.$b102361,230,his,PERSON
emu.010001216911,71,he,PERSON
mdp.39015040116777,145,She,PERSON
uc1.$b85451,39,his,PERSON
inu.39000005850206,182,he,PERSON
uc1.32106005672461,204,Halloween,MISC
hvd.32044021096433,400,Scribner,PERSON
dul1.ark:/13960/t8vb3f54w,208,he,PERSON
mdp.39015021862308,124,he,PERSON
mdp.39015057621065,199,He,PERSON
uc1.b3711043,93,Rosa,PERSON
uc1.32106007125674,138,Jackson,PERSON
mdp.39015053140193,254,Art Harper,PERSON
uc1.b4095384,362,Fannie Mae,ORGANIZATION
mdp.39015014862448,259,he,PERSON
mdp.39015035342958,267,her,PERSON
mdp.39015040637855,200,he,PERSON
dul1.ark:/13960/t8vb3f54w,367,Max,PERSON
emu.10002331914,237,Nicholsons,PERSON
mdp.39015014135811,398,Independent Democrat,MISC
uiuc.3004694,144,Madam de Carter,PERSON
nnc1.50042178,75,he,PERSON
mdp.39015053394667,75,Browning,PERSON
uva.x004346812,65,him,PERSON
uc1.b3711121,37,she,PERSON
uc2.ark:/13960/t78s4m33w,322,1987,DATE
mdp.39015038579374,204,Wray,PERSON
uc1.b3711121,517,Heinrich,PERSON
inu.30000007418811,71,her,PERSON
uc1.b3688127,223,him,PERSON
uc1.b2839282,62,this evening,TIME
mdp.39015020648625,337,he,PERSON
mdp.39015004158161,120,his,PERSON
nc01.ark:/13960/t9t16484h,114,him,PERSON
mdp.39015024079330,146,his,PERSON
mdp.39015020712173,286,Sorbonne,LOCATION
uc1.32106002172291,226,Brandeis,LOCATION
mdp.39015033142137,137,her,PERSON
uc1.b4397888,213,him,PERSON
uc2.ark:/13960/t88g8g708,444,she,PERSON
uc1.32106010537014,230,she,PERSON
uiug.30112001309100,45,he,PERSON
mdp.39015001145047,380,he,PERSON
mdp.39015054272441,166,Labesia,LOCATION
mdp.39015032960943,73,her,PERSON
mdp.39015013742807,109,her,PERSON
uc1.32106002158183,142,her,PERSON
uc1.32106002172291,119,she,PERSON
mdp.39015028718305,88,Candace,PERSON
emu.010001070551,267,her,PERSON
mdp.39015019145260,181,Phyllis,PERSON
mdp.39015015351599,119,her,PERSON
mdp.39015022022837,138,Harvey,PERSON
uc1.32106005672461,109,Belinda,PERSON
uc1.$b805570,145,him,PERSON
mdp.39015003699884,87,she,PERSON
mdp.39015002185265,147,he,PERSON
uc1.b4368520,30,He,PERSON
wu.89098876212,296,he,PERSON
mdp.39015000536758,31,his,PERSON
mdp.39015019145260,151,His,PERSON
mdp.39015003682385,212,Della,PERSON
mdp.39015053538297,167,his,PERSON
nyp.33433076059314,334,he,PERSON
mdp.39015001511172,185,He,PERSON
uc1.32106014692526,184,him,PERSON
mdp.39015038025527,381,Lena,PERSON
uva.x030749476,131,his,PERSON
uc1.b3711043,374,Morton,PERSON
nyp.33433076059314,313,him,PERSON
mdp.39015002338021,101,Eugene,PERSON
mdp.39015014862471,105,he,PERSON
uc1.$b510296,69,East Indian,MISC
mdp.39015003977678,161,she,PERSON
uc1.$b187128,235,She,PERSON
uc2.ark:/13960/t1cj8877v,13,BLOODWORTH,ORGANIZATION
uc1.$b312803,50,Catholics,MISC
uva.x000951729,201,his,PERSON
uc1.32106018321106,99,she,PERSON
uc1.32106014692526,141,Abbie,PERSON
hvd.32044019565514,162,House of Burgesses,ORGANIZATION
mdp.39015012856574,280,Mary,PERSON
uva.x030749476,286,she,PERSON
mdp.39015016440656,35,him,PERSON
mdp.39015071237948,368,Birmingham,LOCATION
mdp.39015041189922,120,she,PERSON
uc2.ark:/13960/t1cj8877v,208,Dorian,PERSON
uc1.$b63731,170,Fannin,PERSON
mdp.39015035342958,68,His,PERSON
mdp.39015014135811,162,her,PERSON
mdp.39015008629795,95,her,PERSON
uc1.$b63692,303,his,PERSON
uc1.$b803136,61,her,PERSON
mdp.39015014637402,100,she,PERSON
mdp.39015014637402,412,her,PERSON
mdp.39015046878727,172,his,PERSON
uc1.32106014692526,263,he,PERSON
mdp.39015003640045,110,his,PERSON
uva.x006115119,109,Quorl,PERSON
mdp.39015002781840,69,she,PERSON
mdp.39015003636316,91,he,PERSON
mdp.39015034518962,27,him,PERSON
inu.32000003479633,257,English,MISC
osu.32435018461947,66,He,PERSON
mdp.39015014135811,381,Don,PERSON
mdp.39015037468769,75,Carter,PERSON
mdp.39015003636191,266,Elgar,PERSON
mdp.39015002781840,183,him,PERSON
hvd.hwqs4m,46,she,PERSON
mdp.39015015209623,20,He,PERSON
wu.89000744367,229,Carl,PERSON
uc1.b3711121,290,New York,LOCATION
mdp.39015019472599,69,He,PERSON
mdp.39015010399841,101,Catherine II,PERSON
uc1.$b799449,126,she,PERSON
uc1.b3711043,371,He,PERSON
mdp.39015019472599,142,Tobin,PERSON
mdp.39015053394543,79,Scotty,PERSON
uc1.$b63731,294,He,PERSON
uc1.$b404100,21,he,PERSON
uc1.b3462818,100,he,PERSON
nc01.ark:/13960/t1mg7zs6x,104,his,PERSON
mdp.39015001511172,65,his,PERSON
uc1.$b87048,63,He,PERSON
mdp.39015016415658,88,she,PERSON
mdp.39015040116777,240,She,PERSON
mdp.39015016452453,234,Whitey,PERSON
uc1.$b120117,181,his,PERSON
mdp.39015030202835,186,he,PERSON
uc1.b3435067,150,she,PERSON
uva.x002765161,175,He,PERSON
hvd.hwqs4m,120,her,PERSON
mdp.39015001520702,289,his,PERSON
mdp.39015002375338,322,Guy Falks,PERSON
mdp.39015020716356,249,Isaac,PERSON
mdp.39015038579374,180,she,PERSON
mdp.39015010423526,69,him,PERSON
nyp.33433076059314,116,Bonesteel,PERSON
uc1.b4450909,73,She,PERSON
mdp.39015002741620,236,She,PERSON
miun.afb3853.0001.001,131,he,PERSON
inu.32000003479633,174,Sammy,PERSON
mdp.39015011807370,99,her,PERSON
uc1.b3470471,38,her,PERSON
emu.010001070551,64,he,PERSON
mdp.39015014135811,249,He,PERSON
uc1.$b251007,90,Joe,PERSON
uc2.ark:/13960/t8mc8s37n,123,Her,PERSON
mdp.39015013331627,266,Georgia,LOCATION
