,vol_id,page_seq,entity,type
28314,mdp.39015014891447,247,Jean,PERSON
28315,mdp.39015021862308,213,Corinthians,ORGANIZATION
28316,emu.010001355363,110,Sandy,PERSON
28317,mdp.39015057601315,102,he,PERSON
28318,uc1.b3711121,229,she,PERSON
28319,txu.059173022944752,235,Bashiba,PERSON
28320,uc1.$b805413,55,his,PERSON
28321,mdp.39015011359729,141,she,PERSON
28322,uc1.$b76124,170,she,PERSON
28323,mdp.39015061148626,223,Monday,DATE
28324,uc1.$b85451,293,he,PERSON
28325,mdp.39015001511172,292,Christ,PERSON
28326,mdp.39015014859253,91,her,PERSON
28327,mdp.39015046886894,196,his,PERSON
28328,uc1.b3687493,31,Charley,PERSON
28329,uc2.ark:/13960/t02z12t8w,85,North,LOCATION
28330,njp.32101066122597,283,her,PERSON
28331,uva.x000951729,225,Ethiopians,MISC
28332,miun.abw7392.0001.001,167,he,PERSON
28333,osu.32435001929710,94,Atherton,PERSON
28334,uc1.32106007393728,431,his,PERSON
28335,uc1.$b803101,110,her,PERSON
28336,mdp.39015014135811,260,Communists,MISC
28337,mdp.39015053538297,101,his,PERSON
28338,uc1.32106007387381,543,he,PERSON
28339,mdp.39015004313469,191,He,PERSON
28340,uc1.$b805571,140,she,PERSON
28341,uva.x000457192,309,Gertrude,PERSON
28342,uc1.$b63692,79,Blaise,PERSON
28343,uiug.30112002544713,147,he,PERSON
28344,uc1.$b63692,299,him,PERSON
28345,txu.059173005430726,72,Columbus,LOCATION
28346,mdp.39015015351599,168,her,PERSON
28347,uc1.$b119911,285,Omar,PERSON
28348,uva.x002765161,284,Patterson,PERSON
28349,uc1.$b802495,154,He,PERSON
28350,uc1.b3688021,224,him,PERSON
28351,dul1.ark:/13960/t6vx6fj7q,532,Youngblood,PERSON
28352,mdp.39015014862497,156,He,PERSON
28353,mdp.39015001520702,253,his,PERSON
28354,mdp.39015020728666,97,her,PERSON
28355,uc1.$b803136,40,he,PERSON
28356,umn.31951002078879g,59,Japanese,MISC
28357,mdp.39015028686486,34,New York,LOCATION
28358,mdp.39015028095795,265,he,PERSON
28359,dul1.ark:/13960/t6vx6fj7q,489,He,PERSON
28360,dul1.ark:/13960/t6vx6fj7q,29,his,PERSON
28361,miun.afb3853.0001.001,104,her,PERSON
28362,mdp.39015028489303,57,Joan,PERSON
28363,mdp.39015002215245,127,Jake,PERSON
28364,uc2.ark:/13960/t2n58d91g,90,she,PERSON
28365,mdp.39015030113016,527,her,PERSON
28366,mdp.39015004753730,209,he,PERSON
28367,nc01.ark:/13960/t9t16484h,36,his,PERSON
28368,osu.32435001929710,194,he,PERSON
28369,mdp.39015015209623,53,She,PERSON
28370,txu.059173023654011,69,she,PERSON
28371,mdp.39015016452750,98,She,PERSON
28372,mdp.39015028485905,69,she,PERSON
28373,mdp.39015031233243,287,Bles,PERSON
28374,emu.10002350164,111,she,PERSON
28375,mdp.39015016452453,105,Stewart McKee,PERSON
28376,mdp.39015003682385,47,his,PERSON
28377,mdp.39015014139243,220,her,PERSON
28378,hvd.32044010288199,47,Sunday,DATE
28379,txu.059173022944752,152,her,PERSON
28380,mdp.39015053394352,132,He,PERSON
28381,txu.059173005430726,203,Delgadina,PERSON
28382,mdp.39015024079561,317,Brenda,PERSON
28383,mdp.39015013331627,159,1944,DATE
28384,mdp.39015003636167,81,75,DATE
28385,mdp.39015018046923,236,him,PERSON
28386,txu.059173023654011,78,Jane Eyre,PERSON
28387,mdp.39015003699884,58,his,PERSON
28388,mdp.39015016452750,10,New York,LOCATION
28389,osu.32435018461947,96,her,PERSON
28390,uc1.31822013860861,212,Paris,LOCATION
28391,mdp.39015002375338,388,he,PERSON
28392,uc1.b2839282,213,Richard,PERSON
28393,uc1.b3711124,194,he,PERSON
28394,mdp.39015020716356,412,Albigensians,MISC
28395,uc1.b3711121,216,Her,PERSON
28396,mdp.39015011800169,56,he,PERSON
28397,uc1.b4097270,31,he,PERSON
28398,uc1.b3273229,43,him,PERSON
28399,uc2.ark:/13960/t7fq9rj4m,262,he,PERSON
28400,osu.32435017630211,42,Joan,PERSON
28401,dul1.ark:/13960/t8vb3f54w,278,He,PERSON
28402,uc1.32106014425844,226,his,PERSON
28403,mdp.49015001406827,248,he,PERSON
28404,mdp.39015012856574,234,his,PERSON
28405,uc2.ark:/13960/t1zc7sr2j,134,he,PERSON
28406,mdp.39015011911768,210,He,PERSON
28407,uc1.$b802359,224,his,PERSON
28408,mdp.39015042099351,207,Thelma Hutchinson,PERSON
28409,mdp.39015059435944,309,Beauchamp,PERSON
28410,mdp.39015014862448,112,Wade,PERSON
28411,mdp.39015031233243,316,Stillings,PERSON
28412,uc1.32106012836174,37,1890,DATE
28413,uc1.b3435126,270,Hargraves,PERSON
28414,mdp.39015010962861,276,her,PERSON
28415,txu.059173005430726,409,she,PERSON
28416,uc1.b4095384,145,his,PERSON
28417,uc1.b3711043,427,he,PERSON
28418,uc2.ark:/13960/t88g8g708,393,He,PERSON
28419,mdp.39015030113503,301,Mary,PERSON
28420,mdp.39015054272441,10,June,DATE
28421,uc1.$b87048,59,her,PERSON
28422,mdp.39015073495692,210,him,PERSON
28423,mdp.39015016452453,196,Zach,PERSON
28424,uc1.$b805413,26,his,PERSON
28425,uc1.b3711043,455,Nick``Romano,PERSON
28426,mdp.39015008629795,245,morning,TIME
28427,uc1.32106018321106,168,she,PERSON
28428,mdp.39015000542749,197,she,PERSON
28429,mdp.39015046438019,123,Sappho,PERSON
28430,mdp.39015056261855,93,Negro,MISC
28431,uva.x004346812,159,Mansart,PERSON
28432,uc1.$b610326,88,she,PERSON
28433,mdp.39015047473577,234,his,PERSON
28434,uc1.$b805638,115,Queen Mary,PERSON
28435,mdp.39015002741612,259,his,PERSON
28436,mdp.39015011800169,125,Jesse,PERSON
28437,mdp.39015030113016,199,his,PERSON
28438,uc1.32106007456509,83,Junior,PERSON
28439,mdp.39015042852445,181,she,PERSON
28440,uc1.b4450909,21,she,PERSON
28441,mdp.49015001406827,132,Bubber,PERSON
28442,mdp.39015016440656,31,he,PERSON
28443,txu.059173025245647,63,Horatio,PERSON
28444,mdp.39015030113016,120,he,PERSON
28445,uc1.b3455004,34,America,LOCATION
28446,uc2.ark:/13960/t78s4m33w,210,He,PERSON
28447,mdp.39015002185265,422,Uncle Mingo,PERSON
28448,uva.x004346812,259,Sojourner,ORGANIZATION
28449,mdp.39015030113016,110,he,PERSON
28450,uc2.ark:/13960/t8mc8s37n,208,Taylor,PERSON
28451,uc1.b3273229,14,Jim,PERSON
28452,mdp.39015026712524,336,He,PERSON
28453,uc2.ark:/13960/t3416tc86,77,Congress,ORGANIZATION
28454,mdp.39015004313469,185,his,PERSON
28455,mdp.39015048708344,37,Miriam,PERSON
28456,uc1.b3687493,31,He,PERSON
28457,uva.x002765161,94,her,PERSON
28458,uc1.$b803101,315,Eden,PERSON
28459,mdp.39015053394295,203,Princhett,PERSON
28460,mdp.39015063942067,191,Adam,PERSON
28461,nyp.33433044940785,64,Her,PERSON
28462,mdp.39015054037372,103,his,PERSON
28463,mdp.39015020716356,338,Zenobia,PERSON
28464,mdp.39015014862489,212,Alicia,PERSON
28465,uc2.ark:/13960/t3cz32x93,139,Thomas,PERSON
28466,mdp.39015014135803,144,Adán,PERSON
28467,mdp.39015020712173,399,Arveyda,PERSON
28468,uc1.b3973268,48,her,PERSON
28469,mdp.39015046886894,35,his,PERSON
28470,mdp.39015038025527,130,she,PERSON
28471,mdp.39015008240296,203,he,PERSON
28472,mdp.39015020716356,179,Gautier,PERSON
28473,mdp.39015014862471,86,Ross,PERSON
28474,mdp.39015016452230,274,Negroes-born,MISC
28475,mdp.39015054095792,284,Julian,PERSON
28476,mdp.39015030113016,353,South,LOCATION
28477,mdp.39015000536758,114,him,PERSON
28478,mdp.39015000544745,53,Ireland,LOCATION
28479,mdp.39015025101117,205,her,PERSON
28480,mdp.39015011807370,118,Jackson,PERSON
28481,uc2.ark:/13960/t1cj8877v,117,he,PERSON
28482,mdp.39015053394667,24,Tate,PERSON
28483,dul1.ark:/13960/t6vx6fj7q,532,She,PERSON
28484,mdp.39015004184241,63,she,PERSON
28485,nyp.33433076059314,353,his,PERSON
28486,txu.059173025245647,98,he,PERSON
28487,mdp.39015020712173,141,Carlotta,LOCATION
28488,uc1.32106007387381,497,Harris,PERSON
28489,mdp.39015001145047,154,he,PERSON
28490,uc1.32106002116413,332,He,PERSON
28491,uc1.b4368520,184,Africa,LOCATION
28492,uc1.b3273229,215,Jack,PERSON
28493,mdp.39015004753730,310,Innis Brown,PERSON
28494,umn.31951002320734j,301,Eddie,PERSON
28495,uc1.b4450881,51,Russians,MISC
28496,aeu.ark:/13960/t1mg87x3z,166,he,PERSON
28497,mdp.39015059415839,376,Bob,PERSON
28498,mdp.39015004753730,247,she,PERSON
28499,uc2.ark:/13960/t3cz32x93,117,Uncle Jack,PERSON
28500,mdp.39015001520603,282,her,PERSON
28501,umn.31951001812203j,70,he,PERSON
28502,mdp.39015025358220,45,her,PERSON
28503,mdp.39015000542749,45,she,PERSON
28504,miun.abw7392.0001.001,114,her,PERSON
28505,uiug.30112001309258,84,Evalyn,PERSON
28506,uc1.b3973268,397,His,PERSON
28507,uc2.ark:/13960/t1zc7sr2j,116,she,PERSON
28508,uc1.32106014425844,127,American,MISC
28509,mdp.39015002741620,205,Pilar,PERSON
28510,osu.32435017630211,89,Larry,PERSON
28511,uc1.$b808977,243,He,PERSON
28512,uc1.32106007902726,56,Logan,LOCATION
28513,mdp.39015002185265,347,his,PERSON
28514,mdp.39015028095795,50,he,PERSON
28515,uc2.ark:/13960/t8mc8s37n,397,he,PERSON
28516,mdp.39015047473577,261,Old Man,MISC
28517,umn.31951001812203j,284,Huysmans,PERSON
28518,uc1.$b404100,188,him,PERSON
28519,mdp.39015002375338,38,he,PERSON
28520,mdp.39015001511172,19,she,PERSON
28521,mdp.39015016452453,179,Rupp,PERSON
28522,dul1.ark:/13960/t8vb3f54w,174,she,PERSON
28523,uc1.b3456549,46,he,PERSON
28524,mdp.39015046746957,31,Negro,MISC
28525,mdp.39015001520603,178,her,PERSON
28526,uc2.ark:/13960/t02z12t8w,31,William Lloyd Garrison,PERSON
28527,uc1.$b802637,78,he,PERSON
28528,mdp.39015004184241,119,He,PERSON
28529,uc2.ark:/13960/t4kk94s0d,104,him,PERSON
28530,mdp.39015054095792,243,his,PERSON
28531,uc1.$b802237,96,Lettie,PERSON
28532,uc1.32106012836174,155,Marshelda,PERSON
28533,mdp.39015053121862,55,her,PERSON
28534,mdp.39015002185265,461,his,PERSON
28535,uiug.30112002544713,55,her,PERSON
28536,uc2.ark:/13960/t4kk94s0d,55,Southampton,LOCATION
28537,mdp.39015014139243,128,he,PERSON
28538,uc1.$b85451,283,he,PERSON
28539,mdp.39015016414768,209,he,PERSON
28540,njp.32101074760685,53,Sandy,PERSON
28541,ucbk.ark:/28722/h29z8m,381,she,PERSON
28542,mdp.39015028686486,299,he,PERSON
28543,uc1.$b399838,25,his,PERSON
28544,mdp.39015046438019,170,his,PERSON
28545,txu.059173005430726,259,she,PERSON
28546,uc1.$b799673,149,his,PERSON
28547,mdp.39015025358220,15,he,PERSON
28548,uiug.30112002975990,157,Harry,PERSON
28549,uc1.$b401346,354,Nathan,PERSON
28550,uc1.$b119911,98,he,PERSON
28551,uc1.$b805571,200,her,PERSON
28552,mdp.39015008163613,12,the U.S.A.,LOCATION
28553,txu.059173005430726,519,he,PERSON
28554,mdp.39015063683604,122,she,PERSON
28555,mdp.39015000252448,171,She,PERSON
28556,uc1.$b87048,254,his,PERSON
28557,mdp.39015003682385,199,he,PERSON
28558,ucbk.ark:/28722/h29z8m,171,Syenite,PERSON
28559,mdp.39015000544745,278,Pete,PERSON
28560,mdp.39015053121862,86,he,PERSON
28561,uc1.b3462818,61,Dennis,PERSON
28562,emu.010001355555,46,Jews,MISC
28563,mdp.39015002719634,88,Jacob,PERSON
28564,uc1.$b401343,44,her,PERSON
28565,mdp.39015030113503,284,Jarrett,PERSON
28566,emu.010002426670,225,Elva,PERSON
28567,mdp.39015014859253,86,he,PERSON
28568,hvd.32044021096433,69,Harry,PERSON
28569,uc1.$b802237,91,his,PERSON
28570,mdp.39015066051023,66,her,PERSON
28571,mdp.39015033979934,130,Her,PERSON
28572,inu.32000003479633,205,Negro,MISC
28573,uc2.ark:/13960/t8mc8s37n,294,he,PERSON
28574,uc1.$b610326,224,he,PERSON
28575,uc1.32106018321106,151,He,PERSON
28576,uva.x030749476,165,Europe,LOCATION
28577,uc1.b4495386,31,him,PERSON
28578,uva.x006115119,205,He,PERSON
28579,mdp.39015073495692,54,He,PERSON
28580,mdp.39015011359729,192,his,PERSON
28581,dul1.ark:/13960/t6vx6fj7q,254,She,PERSON
28582,mdp.39015014862489,372,Peter,PERSON
28583,mdp.39015014862471,339,he,PERSON
28584,emu.010001070551,174,Mistuh Tom,PERSON
28585,emu.010002426670,113,he,PERSON
28586,mdp.39015025358220,50,her,PERSON
28587,mdp.39015003682385,240,he,PERSON
28588,uva.x001866470,32,him,PERSON
28589,miun.abr7583.0001.001,146,his,PERSON
28590,mdp.39015040116777,148,First New Haven African Baptist Church,ORGANIZATION
28591,mdp.39015048899069,110,her,PERSON
28592,mdp.39015034312598,186,her,PERSON
28593,uc1.$b799168,179,his,PERSON
28594,mdp.39015014135803,153,she,PERSON
28595,uiug.30112002975990,179,He,PERSON
28596,mdp.39015033142137,133,her,PERSON
28597,mdp.39015003636167,278,he,PERSON
28598,uc1.$b803136,74,Wade,PERSON
28599,uc1.$b87048,107,he,PERSON
28600,mdp.39015038025527,216,Herman,PERSON
28601,mdp.39015020852250,104,him,PERSON
28602,uc1.b3711121,196,Marie,LOCATION
28603,mdp.39015004191832,185,Stephen,PERSON
28604,mdp.39015021862308,25,his,PERSON
28605,uc1.b3711043,191,him,PERSON
28606,uc1.b3711124,305,Thurston,PERSON
28607,mdp.39015008356332,79,Angela,PERSON
28608,mdp.39015003635185,253,Mamie Mason,PERSON
28609,mdp.39015043798431,25,he,PERSON
28610,uc1.32106016182757,29,her,PERSON
28611,uc1.b3711124,230,her,PERSON
28612,osu.32435067037481,56,She,PERSON
28613,miun.aat2524.0001.001,158,she,PERSON
28614,uc1.32106014692526,149,Camilo Williams,PERSON
28615,mdp.39015020712173,365,she,PERSON
28616,mdp.39015014135811,300,His,PERSON
28617,uc1.$b803136,188,she,PERSON
28618,mdp.39015040116777,287,he,PERSON
28619,uc1.32106014692526,325,his,PERSON
28620,mdp.39015014135811,393,He,PERSON
28621,mdp.39015025358220,149,he,PERSON
28622,njp.32101066122597,246,He,PERSON
28623,uc1.b4368520,49,he,PERSON
28624,mdp.39015002741612,90,Beauregard,PERSON
28625,uva.x004346812,218,he,PERSON
28626,uc1.32106013616450,177,her,PERSON
28627,uc1.32106007902726,30,She,PERSON
28628,mdp.39015011800169,145,Jesse,PERSON
28629,uc1.b3462818,126,Clair,PERSON
28630,mdp.39015030202835,137,Belton,LOCATION
28631,mdp.39015081383146,99,Zelda,PERSON
28632,uc1.$b802239,133,Marsha,PERSON
28633,mdp.39015030113016,196,He,PERSON
28634,osu.32435055405872,68,she,PERSON
28635,uva.x030788124,297,Bishop Sterling,PERSON
28636,mdp.39015063942067,129,he,PERSON
28637,mdp.39015028686486,262,He,PERSON
28638,uc1.b3462818,116,He,PERSON
28639,mdp.39015011911768,119,his,PERSON
28640,mdp.39015016454152,186,Pruitt,PERSON
28641,mdp.39015004191832,192,Renay,PERSON
28642,mdp.39015016452750,129,Josh,PERSON
28643,mdp.39015037423764,46,J.B.,PERSON
28644,mdp.39015053394295,250,He,PERSON
28645,uc1.$b401343,212,his,PERSON
28646,uva.x004346812,57,Douglass,PERSON
28647,mdp.39015073390950,18,him,PERSON
28648,nc01.ark:/13960/t3hx2p070,148,evening,TIME
28649,wu.89000744367,61,Daquin,PERSON
28650,mdp.39015028686486,42,She,PERSON
28651,mdp.39015014862489,67,his,PERSON
28652,mdp.39015028686486,54,She,PERSON
28653,mdp.39015014862471,184,her,PERSON
28654,osu.32435067037481,44,Saxton,PERSON
28655,uc1.32106007902726,20,Janie,PERSON
28656,mdp.39015073377973,81,Hosea,PERSON
28657,uc1.$b799449,38,Rollo,PERSON
28658,uc1.32106007125674,295,he,PERSON
28659,mdp.39015000536758,360,He,PERSON
28660,uva.x030788124,256,Jeff,PERSON
28661,mdp.39015009022487,320,her,PERSON
28662,uc1.b4097270,72,her,PERSON
28663,uc1.$b808977,294,NRLF • Renewals,MISC
28664,mdp.39015054037372,137,her,PERSON
28665,uc1.$b251007,158,he,PERSON
28666,uc1.$b803101,304,him,PERSON
28667,mdp.39015013331627,260,him,PERSON
28668,osu.32435018054957,390,him,PERSON
28669,pst.000051150549,28,Detroit,LOCATION
28670,mdp.39015001520702,13,him,PERSON
28671,uc1.32106002160320,255,he,PERSON
28672,uc1.b2838559,134,Chicago,LOCATION
28673,uc1.$b401346,231,she,PERSON
28674,uc1.32106002172291,104,Ruby,PERSON
28675,uva.x030749476,60,his,PERSON
28676,mdp.39015066059711,192,him,PERSON
28677,uc1.$b300242,237,Bubber,PERSON
28678,uc1.b4495386,123,she,PERSON
28679,mdp.39015053538297,149,Emile Jousset,PERSON
28680,mdp.39015026712524,148,he,PERSON
28681,uc1.32106002158183,23,her,PERSON
28682,mdp.39015030113016,276,her,PERSON
28683,mdp.39015014862471,193,Cuba,LOCATION
28684,mdp.39015009022487,25,Pa,LOCATION
28685,osu.32435017630211,132,he,PERSON
28686,osu.32435060119922,27,Mississippi River,LOCATION
28687,uc2.ark:/13960/t6k06z120,191,William,PERSON
28688,mdp.39015053394352,107,Muslims,MISC
28689,pst.000051150549,40,New York City,LOCATION
28690,nc01.ark:/13960/t3wt00v24,19,Anarchy,MISC
28691,mdp.39015014891447,284,he,PERSON
28692,mdp.39015014637402,373,He,PERSON
28693,uc2.ark:/13960/t09w0946z,123,his,PERSON
28694,osu.32435001929710,352,she,PERSON
28695,uc1.$b803101,399,he,PERSON
28696,mdp.39015008240296,71,Asher,PERSON
28697,mdp.39015038025527,350,she,PERSON
28698,osu.32435058033408,109,Leptar,PERSON
28699,mdp.39015042099351,173,He,PERSON
28700,mdp.39015000536758,182,Nick,PERSON
28701,mdp.39015002340217,235,Islam,MISC
28702,osu.32435018054957,50,her,PERSON
28703,uc1.$b85451,148,He,PERSON
28704,uc1.b3711124,157,He,PERSON
28705,emu.010001355363,294,Wellington,LOCATION
28706,mdp.39015001145047,193,his,PERSON
28707,emu.010001355555,31,She,PERSON
28708,hvd.32044021096433,144,Southern,MISC
28709,uc1.32106007902726,182,her,PERSON
28710,osu.32435017630211,63,He,PERSON
28711,mdp.39015003636191,277,his,PERSON
28712,uc2.ark:/13960/t17m04p6z,139,her,PERSON
28713,mdp.39015038579374,29,he,PERSON
28714,mdp.39015003682385,104,he,PERSON
28715,mdp.39015004733401,79,she,PERSON
28716,mdp.39015066059711,183,She,PERSON
28717,uc1.$b63731,17,him,PERSON
28718,uc1.32106012836174,120,She,PERSON
28719,mdp.39015035342958,262,Abigail,PERSON
28720,mdp.39015031233243,395,he,PERSON
28721,mdp.39015050555963,141,He,PERSON
28722,dul1.ark:/13960/t8vb3f54w,361,Max,PERSON
28723,inu.32000003479633,123,she,PERSON
28724,mdp.39015000536758,83,him,PERSON
28725,ucbk.ark:/28722/h29z8m,394,Meov,LOCATION
28726,uc1.b3711124,43,He,PERSON
28727,uc1.$b610326,158,Howden,ORGANIZATION
28728,uc1.32106002172291,99,her,PERSON
28729,osu.32435055405872,11,his,PERSON
28730,mdp.39015050487928,285,she,PERSON
28731,mdp.39015010962861,217,her,PERSON
28732,uc1.$b803134,39,his,PERSON
28733,mdp.39015059415839,325,he,PERSON
28734,mdp.39015014862471,329,Annis,PERSON
28735,uc1.b3688021,301,her,PERSON
28736,miun.abr7583.0001.001,190,Mason,PERSON
28737,mdp.39015050555963,139,Willie,PERSON
28738,mdp.39015014862489,267,his,PERSON
28739,mdp.39015018971088,56,her,PERSON
28740,uc1.b3273229,140,her,PERSON
28741,mdp.39015020716356,142,He,PERSON
28742,mdp.39015014135803,310,He,PERSON
28743,mdp.39015000252448,83,He,PERSON
28744,uc1.b3973268,74,he,PERSON
28745,uc2.ark:/13960/t1cj8877v,46,Harry,PERSON
28746,uc1.32106018321106,128,He,PERSON
28747,mdp.39015012057637,73,Henry Moskovitz,PERSON
28748,mdp.39015033255236,146,his,PERSON
28749,uc1.b3711043,239,her,PERSON
28750,mdp.39015004753730,278,November,DATE
28751,mdp.39015014776184,28,she,PERSON
28752,miun.afb3853.0001.001,271,he,PERSON
28753,nnc1.50042212,207,Lillian,PERSON
28754,uc1.$b401346,480,he,PERSON
28755,mdp.39015002781840,206,Hanby,PERSON
28756,mdp.39015000536758,78,his,PERSON
28757,mdp.39015020716356,50,Pietro,LOCATION
28758,mdp.39015019145260,328,Fred,PERSON
28759,uc1.b3711121,148,her,PERSON
28760,uc1.$b805638,243,He,PERSON
28761,mdp.39015033255236,212,him,PERSON
28762,osu.32435058033408,17,her,PERSON
28763,mdp.39015030113016,264,Odalie,PERSON
28764,mdp.39015002741612,37,Victor,PERSON
28765,emu.10002350164,109,Smith,PERSON
28766,uc1.32106008091461,202,Richard Emery,PERSON
28767,mdp.39015014891447,39,Lucienne,PERSON
28768,uc2.ark:/13960/t7dr2rd9m,194,Linda,PERSON
28769,mdp.39015002169061,160,ASIA,LOCATION
28770,mdp.39015011802579,94,his,PERSON
28771,uc1.b3435126,125,his,PERSON
28772,mdp.39015020728666,283,Alice,PERSON
28773,uc1.32106002158183,154,his,PERSON
28774,miun.abw7392.0001.001,187,she,PERSON
28775,umn.31951002320734j,52,He,PERSON
28776,uiug.30112001309100,124,his,PERSON
28777,mdp.39015004128289,220,He,PERSON
28778,mdp.39015046878727,31,Joachim,PERSON
28779,emu.010001070551,77,she,PERSON
28780,uc1.32106002116413,258,her,PERSON
28781,emu.10002331914,282,He,PERSON
28782,mdp.39015003636191,49,Lincoln,PERSON
28783,mdp.39015037423764,322,his,PERSON
28784,mdp.39015020852250,155,him,PERSON
28785,uc1.b4450909,66,Annabelle,PERSON
28786,uc1.$b312802,293,his,PERSON
28787,mdp.39015020716356,108,his,PERSON
28788,uc1.32106007902726,70,her,PERSON
28789,nnc1.50042212,34,she,PERSON
28790,mdp.39015059435944,311,He,PERSON
28791,uc1.b5521446,158,Lincoln,PERSON
28792,uc1.$b803101,28,she,PERSON
28793,mdp.39015004128289,119,She,PERSON
28794,mdp.39015014859253,175,he,PERSON
28795,mdp.39015038025527,225,Lena,PERSON
28796,hvd.32044010288199,62,Dutch,MISC
28797,uc1.$b87048,30,Mary,PERSON
28798,uc1.b3470438,266,he,PERSON
28799,mdp.39015040116777,354,New World,LOCATION
28800,uc1.32106002158183,201,He,PERSON
28801,mdp.39015018971088,32,she,PERSON
28802,mdp.39015028485905,172,She,PERSON
28803,mdp.39015008240296,71,Her,PERSON
28804,txu.059173025245647,139,he,PERSON
28805,uc1.32106007125674,314,Christopher-John,PERSON
28806,uc1.b4397888,261,he,PERSON
28807,mdp.39015046882232,117,he,PERSON
28808,mdp.39015020712173,129,he,PERSON
28809,uva.x000951729,186,Negroes,MISC
28810,mdp.39015028095795,292,he,PERSON
28811,mdp.39015014776184,118,him,PERSON
28812,uc1.b3711043,371,his,PERSON
28813,mdp.39015002318718,95,she,PERSON
28814,dul1.ark:/13960/t6vx6fj7q,238,Mississippi,LOCATION
28815,uc1.32106012297450,103,Rufel,PERSON
28816,uc1.$b802495,136,he,PERSON
28817,txu.059173005430726,346,Delgadina,PERSON
28818,hvd.32044010288199,44,his,PERSON
28819,uc2.ark:/13960/t8mc8s37n,83,he,PERSON
28820,mdp.39015048899069,174,He,PERSON
28821,uc2.ark:/13960/t8mc8s37n,272,his,PERSON
28822,uc1.b3834441,196,she,PERSON
28823,mdp.39015050555963,131,Alex,PERSON
28824,osu.32435018461947,34,she,PERSON
28825,uc1.32106012297450,124,Dessa,PERSON
28826,uc1.$b808977,101,Yen,PERSON
28827,uc1.$b610326,178,her,PERSON
28828,mdp.39015054037372,216,he,PERSON
28829,osu.32435017630211,154,she,PERSON
28830,mdp.39015021862308,51,She,PERSON
28831,uc1.$b399374,227,Ernie,PERSON
28832,mdp.39015002375338,101,Bess,PERSON
28833,uc1.$b119911,273,he,PERSON
28834,uc1.$b401343,247,he,PERSON
28835,uc1.b3462818,189,Hars,PERSON
28836,mdp.39015002719949,207,him,PERSON
28837,mdp.39015003636316,101,he,PERSON
28838,mdp.39015014135811,353,his,PERSON
28839,mdp.39015034312598,136,her,PERSON
28840,mdp.39015004764927,163,Jehovah,PERSON
28841,uc1.32106012297450,91,Cully,PERSON
28842,mdp.39015000536758,283,Nick,PERSON
28843,uc1.$b236269,254,she,PERSON
28844,emu.10002350164,175,Daniel Martin,PERSON
28845,uc1.32106002160320,112,she,PERSON
28846,mdp.39015040116777,253,Covey,PERSON
28847,mdp.39015020716356,248,he,PERSON
28848,uc1.b3711121,376,his,PERSON
28849,mdp.39015024079561,304,Bruce James Ricks,PERSON
28850,mdp.39015033979934,232,She,PERSON
28851,nyp.33433076059314,393,he,PERSON
28852,uc1.32106010537014,69,Roxanne,PERSON
28853,emu.010001355363,141,she,PERSON
28854,uc1.$b808977,129,him,PERSON
28855,uva.x002765161,180,him,PERSON
28856,mdp.39015032193891,178,her,PERSON
28857,uc2.ark:/13960/t78s4m33w,129,her,PERSON
28858,uva.x006115119,207,Errida,PERSON
28859,uc1.b3687493,75,She,PERSON
28860,mdp.39015013331627,94,Chicago,LOCATION
28861,mdp.39015004753730,501,his,PERSON
28862,uva.x001866470,37,him,PERSON
28863,uc1.$b401346,526,Priestly Fathers,MISC
28864,mdp.39015030747045,122,Barbara,PERSON
28865,uva.x002765161,56,her,PERSON
28866,uc1.32106007387381,113,he,PERSON
28867,mdp.39015073389192,43,him,PERSON
28868,mdp.39015010962861,91,Marsh,PERSON
28869,njp.32101066122597,96,he,PERSON
28870,miun.abr7583.0001.001,83,she,PERSON
28871,ucbk.ark:/28722/h29z8m,468,1553,DATE
28872,mdp.39015040577473,251,her,PERSON
28873,mdp.39015053394667,269,Barton,PERSON
28874,uc1.b2839282,71,She,PERSON
28875,uc1.$b312803,295,Lyles,PERSON
28876,mdp.39015031233243,34,this morning,TIME
28877,mdp.39015014862497,97,Brantley,PERSON
28878,uc2.ark:/13960/t7dr2rd9m,252,Brooklyn,LOCATION
28879,uc1.$b803101,217,Indiana,LOCATION
28880,mdp.39015046886894,198,she,PERSON
28881,mdp.39015042099351,83,He,PERSON
28882,mdp.39015028095795,123,Oliver-Honey,PERSON
28883,uc1.b3470438,380,she,PERSON
28884,mdp.39015020648625,196,Lee,PERSON
28885,hvd.32044021096433,58,Negro,MISC
28886,uc1.$b404100,186,Baldy,PERSON
28887,uc1.b4495386,147,he,PERSON
28888,hvd.32044019565514,347,her,PERSON
28889,uc1.b3470438,202,Tryon,PERSON
28890,uc1.b3687493,33,he,PERSON
28891,mdp.39015015351599,161,Chicago,LOCATION
28892,mdp.39015004158161,88,her,PERSON
28893,uc1.$b401273,97,Ellen,PERSON
28894,mdp.39015019145260,150,Michael,PERSON
28895,miun.afb3853.0001.001,312,him,PERSON
28896,mdp.39015008240296,304,Clif,PERSON
28897,mdp.39015030113016,26,his,PERSON
28898,mdp.39015048708344,83,he,PERSON
28899,mdp.39015050555963,156,his,PERSON
28900,uc2.ark:/13960/t2n58d91g,71,august,DATE
28901,uc1.32106012297450,172,Cully,PERSON
28902,mdp.39015020716356,346,his,PERSON
28903,mdp.39015066051023,353,Jinny,PERSON
28904,mdp.39015057621065,266,her,PERSON
28905,mdp.39015004712637,106,Ernie,PERSON
